Frame,Sub Frame,head,,,chest,,,leftshoulder,,,rightshoulder,,,leftelbow,,,rightelbow,,,lefthand,,,righthand,,,lefthip,,,righthip,,,leftknee,,,rightknee,,,leftfoot,,,rightfoot,,
,,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ
Frames,Frames,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
276,0,-501.363,-390.470,-143.502,-364.684,-325.538,79.478,-286.196,-456.452,46.906,-443.173,-194.623,112.050,-409.140,-680.403,80.590,-271.506,-19.139,-22.836,-523.297,-709.559,285.211,-363.225,-4.624,-249.012,75.650,-46.019,-7.531,-77.266,43.299,12.790,248.261,356.110,-123.785,-99.735,337.811,-3.198,286.773,711.306,29.847,-62.235,691.103,271.848
277,0,-515.171,-374.618,-178.747,-368.200,-319.071,51.314,-291.086,-453.429,19.444,-445.314,-184.713,83.185,-416.585,-681.511,65.471,-268.529,-3.777,-50.110,-539.425,-681.400,260.236,-361.373,13.365,-283.874,75.638,-45.972,-7.526,-77.285,43.308,12.698,254.418,356.034,-123.778,-102.312,339.209,-4.179,299.332,710.124,30.382,-63.178,690.895,278.131
278,0,-523.734,-362.567,-197.973,-368.272,-316.705,29.606,-291.253,-451.774,-1.350,-445.291,-181.636,60.562,-405.753,-682.555,12.545,-263.446,-2.042,-66.370,-527.560,-642.326,218.951,-359.918,24.137,-286.487,75.806,-45.789,-7.319,-77.578,43.230,12.090,273.102,356.064,-117.347,-102.382,339.309,-7.305,315.796,710.285,35.560,-61.317,689.005,274.061
279,0,-532.599,-351.970,-221.090,-367.670,-315.091,14.649,-288.993,-447.339,-22.511,-446.347,-182.843,51.809,-406.735,-680.837,-19.817,-260.735,-8.354,-65.598,-528.203,-599.487,216.088,-357.851,25.468,-279.038,76.058,-45.411,-7.644,-77.925,43.005,12.123,275.221,355.364,-119.140,-104.070,339.324,-3.794,324.267,710.042,20.339,-60.470,688.484,284.665
280,0,-541.536,-343.054,-234.596,-369.183,-316.456,7.783,-288.543,-445.900,-33.290,-449.823,-187.012,48.856,-409.506,-671.845,-15.198,-260.709,-12.029,-61.917,-529.376,-590.477,224.780,-357.947,30.192,-274.382,76.106,-45.089,-8.000,-78.007,42.796,12.236,272.951,353.198,-121.877,-109.960,340.404,-2.370,332.856,707.167,3.795,-63.263,687.596,291.689
281,0,-548.860,-337.357,-221.334,-368.725,-315.875,5.877,-288.416,-442.637,-45.650,-449.034,-189.114,57.405,-407.010,-656.400,-47.109,-251.102,-11.600,-49.905,-524.802,-554.694,186.568,-357.323,37.834,-268.149,76.104,-44.429,-11.656,-78.020,42.224,15.320,277.210,354.712,-124.909,-115.533,340.658,6.672,348.266,707.261,3.457,-64.325,686.930,299.447
282,0,-544.306,-330.720,-225.366,-368.915,-310.226,7.408,-289.246,-437.540,-44.317,-448.584,-182.911,59.133,-408.898,-646.081,-30.350,-247.845,-3.666,-48.739,-532.844,-526.120,225.566,-357.113,47.772,-263.982,76.128,-44.230,-12.328,-78.075,42.086,15.825,282.368,353.294,-125.303,-119.395,341.009,5.347,361.620,705.099,-5.483,-65.599,685.940,296.356
283,0,-542.141,-337.377,-218.323,-374.663,-307.268,10.506,-299.824,-435.343,-40.396,-449.503,-179.194,61.408,-398.107,-606.409,-131.669,-248.088,-2.353,-44.118,-514.335,-470.112,-67.918,-356.794,51.260,-253.513,76.128,-44.225,-13.601,-78.087,42.033,16.851,284.044,352.512,-122.653,-130.969,331.674,3.710,374.370,707.313,-2.214,-67.567,685.108,270.466
284,0,-546.400,-337.924,-212.739,-381.635,-307.655,15.154,-308.327,-434.669,-41.604,-454.942,-180.641,71.913,-395.615,-588.921,-143.435,-248.298,-4.484,-23.675,-502.503,-454.084,-83.675,-356.373,55.455,-237.088,76.190,-44.222,-15.812,-78.199,41.990,18.834,288.315,351.108,-122.368,-138.601,332.271,2.865,386.681,707.458,-1.695,-75.342,688.668,251.357
285,0,-551.275,-325.760,-203.556,-387.223,-306.000,21.091,-313.946,-431.359,-44.065,-460.499,-180.641,86.247,-390.917,-573.626,-177.321,-260.396,-4.353,0.176,-490.862,-434.136,-161.019,-355.963,63.574,-208.071,76.194,-44.275,-18.903,-78.219,41.986,21.729,292.140,349.434,-123.640,-140.123,333.424,18.849,401.056,707.342,-8.031,-82.982,695.261,272.531
286,0,-548.745,-327.909,-200.524,-386.740,-302.050,18.626,-314.207,-422.356,-52.474,-459.272,-181.744,89.726,-365.579,-534.808,-208.188,-263.205,-5.387,31.821,-449.665,-398.021,-234.329,-352.771,68.312,-122.303,76.062,-44.360,-19.139,-78.107,41.979,21.856,297.857,348.450,-118.842,-139.169,333.253,11.808,413.863,707.076,-1.697,-82.897,696.271,244.725
287,0,-548.052,-327.060,-161.650,-381.335,-296.019,28.337,-312.598,-409.770,-50.466,-450.072,-182.267,107.140,-358.279,-523.390,-216.932,-259.480,13.588,99.972,-432.138,-382.984,-247.760,-232.824,181.909,36.216,74.820,-44.279,-20.648,-76.628,41.728,22.992,300.394,347.185,-118.164,-137.035,327.799,19.019,422.140,706.907,-2.332,-89.070,696.052,246.214
288,0,-546.731,-325.166,-68.096,-371.294,-293.450,91.391,-312.155,-406.615,5.839,-430.433,-180.285,176.942,-351.816,-496.345,-172.849,-257.713,31.734,179.311,-412.749,-312.015,-176.306,-225.339,219.408,138.014,71.416,-44.875,-22.002,-73.070,42.162,24.377,306.520,346.252,-127.030,-135.549,328.307,25.176,429.093,706.604,-27.890,-103.866,709.114,237.385
289,0,-546.828,-322.925,-34.474,-367.609,-294.661,119.180,-308.105,-405.950,26.147,-427.113,-183.371,212.213,-315.277,-450.909,-156.032,-266.391,24.838,185.534,-390.527,-283.803,-197.179,-253.725,179.408,103.761,71.001,-46.765,-22.651,-72.808,43.789,25.107,316.511,340.129,-136.968,-137.667,328.426,22.822,446.150,704.611,-40.302,-110.314,721.872,224.223
290,0,-553.881,-311.023,-49.390,-366.838,-297.987,114.342,-307.590,-403.000,17.639,-426.087,-192.975,211.045,-315.975,-416.212,-158.888,-276.627,1.840,228.718,-384.045,-248.736,-199.056,-265.597,166.061,206.903,70.855,-48.023,-23.291,-72.749,44.753,25.577,319.039,336.475,-133.820,-147.572,328.718,12.761,469.551,689.379,-35.327,-117.826,733.715,191.604
291,0,-553.799,-308.827,-40.452,-365.614,-295.809,128.859,-304.889,-397.914,31.663,-426.338,-193.704,226.055,-311.896,-375.050,-138.914,-283.752,1.484,236.418,-373.185,-218.408,-160.062,-270.035,141.648,194.884,71.407,-50.000,-23.350,-73.520,46.401,25.659,339.511,327.773,-124.562,-159.190,328.542,-21.411,497.777,666.672,-13.863,-127.828,735.909,143.887
292,0,-552.890,-308.118,-30.474,-361.394,-299.021,133.590,-302.070,-399.551,34.180,-420.718,-198.492,233.000,-302.954,-361.808,-137.985,-273.044,-4.420,230.922,-354.870,-200.099,-200.333,-272.270,129.247,167.708,71.434,-51.281,-23.284,-73.552,47.554,25.640,346.634,320.895,-124.328,-156.722,328.669,-26.199,504.262,653.455,-11.394,-124.986,736.954,143.585
293,0,-552.254,-297.559,-29.084,-360.322,-295.923,127.706,-301.498,-391.962,28.506,-419.147,-199.885,226.906,-297.713,-321.489,-156.082,-262.255,-4.087,203.547,-332.805,-170.182,-262.738,-253.159,132.464,118.537,71.278,-52.046,-23.011,-73.299,48.332,25.504,355.897,310.711,-123.306,-154.834,328.908,-24.420,515.279,626.634,-5.130,-122.073,735.687,160.480
294,0,-556.298,-287.542,-37.718,-360.899,-295.037,120.542,-301.772,-384.837,16.884,-420.026,-205.236,224.199,-294.877,-283.721,-178.851,-260.202,-8.265,201.067,-316.612,-134.271,-274.628,-255.971,133.191,113.218,71.014,-52.470,-23.696,-73.043,48.729,26.311,360.931,300.347,-123.342,-154.313,331.038,-22.268,527.679,611.161,-4.874,-120.318,733.035,163.022
295,0,-565.549,-285.244,-29.565,-361.384,-287.773,134.613,-301.715,-369.589,20.378,-421.053,-205.958,248.848,-292.901,-239.228,-100.463,-260.744,-6.191,237.142,-314.339,-98.289,-119.976,-251.308,147.515,141.535,71.021,-53.046,-24.992,-73.037,49.365,27.951,368.930,296.309,-122.698,-152.839,339.213,-31.376,546.581,603.690,1.767,-114.168,734.616,151.338
296,0,-565.148,-280.960,-61.649,-363.994,-277.784,115.007,-301.662,-349.939,-6.115,-426.326,-205.630,236.129,-282.589,-179.838,-70.449,-260.406,-2.038,214.373,-286.830,1.285,-29.817,-237.332,169.157,125.082,70.561,-53.219,-25.912,-72.574,49.605,29.316,371.140,288.600,-112.533,-148.779,346.835,-35.069,566.128,588.292,22.688,-96.289,734.626,141.975
297,0,-566.097,-277.432,-62.130,-363.587,-276.718,93.188,-300.173,-347.808,-45.330,-427.001,-205.629,231.705,-266.786,-196.082,-145.598,-259.687,0.269,198.100,-275.803,-22.524,-142.957,-230.039,179.785,71.908,69.875,-53.385,-28.829,-72.017,49.811,32.384,372.821,281.459,-112.352,-150.115,349.974,-32.480,574.645,566.823,21.343,-96.129,735.320,140.466
298,0,-565.242,-267.890,-63.205,-362.225,-276.043,84.854,-299.051,-343.702,-55.326,-425.399,-208.385,225.035,-255.820,-221.909,-198.833,-244.420,-7.022,205.377,-267.472,-51.672,-249.687,-184.706,169.582,122.450,68.649,-53.383,-29.701,-70.761,49.806,33.115,373.218,282.049,-108.157,-150.332,350.819,-30.707,582.161,556.220,24.261,-96.249,739.651,118.374
299,0,-565.075,-265.261,-60.745,-361.266,-274.930,87.842,-297.836,-341.162,-48.677,-424.696,-208.697,224.360,-247.945,-216.321,-194.157,,,,-256.569,-47.109,-253.373,-159.219,172.137,133.026,67.498,-53.499,-29.895,-69.563,49.920,33.332,374.180,278.464,-106.277,-150.406,352.072,-31.972,589.044,540.439,24.410,-96.397,739.046,97.444
300,0,-564.780,-267.281,-61.176,-361.710,-277.634,82.764,-298.740,-338.382,-59.042,-424.680,-216.885,224.570,-250.063,-225.309,-199.231,,,,-256.649,-43.397,-250.658,-142.566,170.013,158.117,65.763,-53.205,-31.297,-67.740,49.577,34.647,375.319,273.114,-103.851,-156.693,352.092,-30.936,599.906,532.689,30.935,-104.220,744.834,105.072
301,0,-564.352,-267.258,-51.098,-362.132,-279.538,95.062,-300.318,-332.438,-55.498,-423.946,-226.638,245.623,-241.561,-219.734,-184.016,,,,-247.633,-21.658,-235.763,-153.144,103.902,238.706,63.628,-52.384,-31.855,-65.563,48.681,35.130,382.639,267.185,-104.057,-156.075,353.240,-36.306,615.309,529.761,30.603,-103.774,757.122,91.516
302,0,-565.264,-259.035,-29.862,-360.411,-279.201,103.792,-300.950,-324.401,-53.621,-419.872,-234.001,261.205,-234.399,-219.221,-165.523,,,,-246.260,-15.375,-206.196,-155.843,70.392,237.322,61.166,-51.272,-32.322,-63.170,47.512,35.636,387.579,255.636,-107.864,-158.336,354.314,-51.491,623.574,508.358,18.373,-107.349,757.929,57.268
303,0,-566.405,-257.958,-32.404,-359.627,-277.443,105.493,-301.749,-316.705,-49.595,-417.505,-238.182,260.580,-229.982,-210.437,-164.057,,,,-244.544,-4.033,-197.001,,,,59.109,-49.602,-33.524,-61.178,45.725,36.825,388.858,249.725,-111.273,-160.087,354.079,-57.749,633.065,497.044,9.233,-111.026,764.485,45.212
304,0,-567.842,-259.948,-46.190,-361.731,-282.446,99.331,-303.894,-320.764,-55.744,-419.568,-244.128,254.405,-230.075,-211.471,-163.028,,,,-243.596,-3.554,-190.156,,,,58.583,-48.804,-34.552,-60.624,44.887,37.758,395.702,240.643,-112.318,-157.612,355.170,-55.907,648.464,486.512,9.982,-104.424,766.835,59.629
305,0,-577.276,-264.516,-71.268,-365.586,-288.162,65.392,-308.487,-319.714,-97.139,-422.684,-256.609,227.923,-229.415,-210.278,-188.446,,,,-236.490,1.685,-193.192,,,,58.124,-46.881,-36.715,-60.222,42.879,39.780,398.122,230.058,-112.370,-157.362,355.118,-58.327,665.020,463.914,8.337,-102.551,766.044,50.269
306,0,-577.012,-271.485,-126.401,-368.266,-293.114,42.595,-309.593,-318.937,-116.311,-426.939,-267.292,201.501,-223.431,-214.048,-204.787,,,,-220.884,-4.346,-205.886,,,,57.312,-43.408,-38.839,-59.387,39.258,41.799,404.051,217.070,-109.384,-155.035,354.875,-56.310,678.199,442.298,10.625,-102.026,769.384,51.578
307,0,-576.856,-271.592,-127.494,-369.411,-291.905,32.746,-310.240,-313.013,-128.713,-428.583,-270.798,194.206,-219.840,-205.828,-212.085,,,,-211.465,3.316,-204.725,,,,56.480,-41.655,-41.524,-58.645,37.504,44.467,408.145,208.708,-109.428,-154.938,354.784,-55.137,692.607,422.322,8.586,-101.486,768.633,54.991
308,0,-574.712,-271.690,-121.968,-370.860,-288.756,41.718,-309.635,-309.166,-111.711,-432.085,-268.345,195.147,-210.438,-189.752,-141.242,,,,-201.970,20.230,-69.440,,,,56.525,-41.648,-41.219,-58.687,37.554,44.242,419.386,205.240,-108.905,-152.991,354.718,-64.992,697.800,413.339,19.675,-95.416,769.096,51.383
309,0,-574.259,-271.037,-128.269,-370.964,-288.314,35.709,-308.906,-308.218,-119.539,-433.021,-268.410,190.957,-207.274,-182.755,-145.553,,,,-203.331,26.645,-102.947,,,,56.563,-41.278,-41.808,-58.726,37.269,44.876,425.832,194.605,-114.385,-150.586,356.906,-64.435,712.690,392.168,13.402,-86.137,774.595,54.411
310,0,-577.776,-272.864,-131.785,-372.531,-292.457,23.236,-311.668,-307.166,-142.912,-433.394,-277.749,189.384,-210.880,-178.781,-151.062,,,,-204.157,30.213,-80.738,,,,55.535,-39.193,-45.246,-57.771,35.295,48.307,424.567,191.991,-114.359,-148.911,357.364,-50.939,719.092,380.678,10.857,-82.430,775.922,74.615
311,0,-585.258,-272.907,-127.299,-374.003,-290.294,22.682,-314.815,-300.113,-145.789,-433.192,-280.475,191.153,-212.830,-170.591,-153.518,,,,-201.270,37.644,-50.041,,,,53.933,-37.166,-48.573,-56.375,33.316,51.821,426.202,190.448,-114.354,-147.996,359.728,-43.346,729.560,362.853,10.444,-77.405,784.437,81.163
312,0,-585.248,-275.910,-142.872,-374.670,-288.798,11.865,-314.898,-299.135,-153.591,-434.442,-278.461,177.321,-213.289,-171.087,-159.104,,,,-194.316,36.013,-73.906,,,,53.825,-36.935,-48.475,-56.268,33.120,51.726,431.934,180.204,-113.950,-142.121,360.942,-43.722,734.329,345.155,14.851,-67.095,782.742,80.970
313,0,-588.304,-277.954,-138.774,-374.832,-291.321,1.791,-315.761,-298.328,-172.916,-433.904,-284.315,176.497,-210.150,-169.589,-189.007,,,,-182.719,40.012,-86.444,,,,52.986,-35.981,-50.626,-55.498,32.183,53.748,432.054,172.918,-112.473,-140.655,364.740,-40.266,740.670,320.183,25.131,-60.441,791.389,80.475
314,0,-589.594,-279.217,-147.800,-374.739,-288.623,-6.892,-315.612,-294.706,-180.666,-433.865,-282.540,166.881,-206.756,-167.721,-197.582,,,,-181.139,38.647,-93.620,,,,52.596,-35.615,-51.344,-55.153,31.838,54.515,430.972,161.353,-112.434,-140.185,364.945,-39.824,738.841,302.134,24.850,-55.121,789.520,81.389
315,0,-586.416,-279.719,-198.236,-373.001,-287.618,-23.928,-311.593,-292.987,-193.750,-434.409,-282.249,145.894,-200.614,-159.452,-208.919,,,,-165.898,45.783,-102.661,,,,52.588,-35.669,-51.742,-55.119,31.908,54.900,429.663,152.608,-112.512,-137.917,368.070,-38.393,740.770,286.859,23.089,-47.743,791.685,81.300
316,0,-585.859,-283.566,-198.990,-371.171,-287.910,-27.083,-307.974,-293.654,-198.547,-434.367,-282.166,144.380,-197.452,-153.101,-210.984,,,,-158.022,51.961,-104.719,,,,52.553,-35.645,-52.286,-55.080,31.905,55.517,432.510,146.917,-109.352,-127.739,368.914,-35.871,748.697,264.942,34.700,-31.609,793.859,81.361
317,0,-585.570,-284.176,-195.806,-370.057,-285.426,-24.384,-306.659,-289.662,-196.710,-433.455,-281.190,147.942,-193.379,-144.845,-212.043,,,,-153.418,61.619,-106.048,,,,52.132,-35.674,-53.865,-54.685,31.939,57.164,432.033,141.100,-109.330,-126.596,368.935,-33.539,750.779,246.470,32.871,-24.141,796.144,78.537
318,0,-582.373,-288.501,-211.734,-366.994,-284.252,-31.532,-303.289,-287.351,-203.149,-430.699,-281.154,140.085,-185.965,-145.155,-219.853,,,,-147.181,57.455,-113.675,,,,51.779,-35.612,-55.147,-54.322,31.894,58.399,431.629,129.176,-109.582,-123.673,370.806,-32.309,764.923,224.768,19.509,-7.391,795.589,78.597
319,0,-582.736,-290.078,-201.152,-364.229,-284.396,-34.747,-302.627,-285.860,-209.075,-425.830,-282.931,139.582,-182.820,-147.117,-233.344,,,,-146.098,55.791,-132.232,,,,51.035,-35.368,-56.341,-53.673,31.660,59.541,431.114,118.836,-115.001,-124.334,368.763,-29.090,775.073,190.856,2.442,-4.316,794.678,78.731
320,0,-578.949,-291.238,-199.708,-359.714,-284.958,-36.392,-299.800,-286.205,-209.300,-419.627,-283.711,136.517,-174.691,-149.502,-236.564,,,,-138.627,53.613,-142.118,,,,50.202,-35.297,-56.967,-52.796,31.587,60.065,431.325,112.382,-120.864,-119.479,367.594,-25.078,789.751,159.993,-16.798,5.422,791.619,86.974
321,0,-574.370,-298.508,-215.075,-358.064,-286.694,-43.892,-297.817,-288.969,-214.846,-418.312,-284.420,127.063,-174.138,-150.972,-244.590,,,,-135.451,49.584,-155.435,,,,49.970,-35.341,-57.404,-52.514,31.627,60.468,431.064,107.639,-123.155,-113.572,364.946,-25.367,786.090,135.962,-13.776,19.753,791.827,84.576
322,0,-574.994,-306.021,-214.727,-357.838,-291.449,-51.667,-297.020,-294.399,-224.866,-418.655,-288.498,121.532,-166.841,-161.769,-255.322,,,,-127.642,43.904,-165.659,,,,49.947,-35.356,-57.705,-52.479,31.642,60.759,431.134,105.408,-124.115,-107.905,363.198,-24.611,787.076,124.431,-3.346,37.091,791.609,80.413
323,0,-569.950,-311.544,-209.271,-354.100,-297.147,-48.748,-295.305,-302.214,-220.526,-412.896,-292.081,123.031,-164.605,-170.812,-252.539,,,,-127.113,41.268,-172.015,,,,49.202,-35.366,-58.449,-51.615,31.649,61.393,431.012,104.927,-130.946,-109.433,360.386,-25.054,788.057,87.675,-6.022,37.217,790.038,77.860
324,0,-558.065,-312.605,-238.865,-349.701,-297.876,-59.733,-287.713,-303.261,-227.718,-411.689,-292.490,108.251,-149.062,-171.025,-267.059,,,,-113.774,41.056,-192.363,,,,49.062,-35.329,-58.978,-51.399,31.607,61.850,429.345,106.901,-140.339,-109.102,358.899,-24.462,792.330,66.326,-13.752,40.432,785.548,74.942
325,0,-558.149,-318.292,-234.836,-350.092,-302.795,-54.860,-288.172,-305.485,-223.787,-412.012,-300.106,114.068,-145.381,-171.840,-262.986,,,,-108.847,40.858,-185.118,,,,48.254,-34.751,-59.811,-50.318,31.025,62.660,428.234,109.690,-150.427,-96.968,358.327,-23.368,795.199,51.649,-18.820,58.198,781.861,74.930
326,0,-558.455,-326.520,-228.935,-350.322,-309.240,-52.902,-288.253,-311.156,-223.335,-412.390,-307.324,117.532,-144.611,-175.555,-265.831,,,,-106.429,39.402,-189.381,,,,47.428,-34.613,-60.268,-49.237,30.869,63.063,427.812,111.165,-161.471,-85.508,357.086,-23.135,798.064,18.623,-26.986,79.838,778.941,69.986
327,0,-558.472,-331.969,-227.089,-349.979,-312.244,-51.930,-287.197,-315.813,-223.602,-412.761,-308.675,119.741,-141.240,-180.234,-268.191,,,,-106.063,36.257,-198.274,,,,46.161,-34.670,-60.600,-47.490,30.934,63.339,427.763,111.163,-174.122,-61.562,357.345,-19.814,795.989,-14.288,-29.470,111.377,779.198,72.646
328,0,-554.554,-340.127,-241.581,-347.562,-318.740,-51.445,-282.148,-324.493,-223.812,-412.975,-312.987,120.922,-131.433,-183.065,-269.727,,,,-98.714,35.336,-205.340,,,,45.404,-34.674,-60.920,-46.341,30.940,63.618,428.008,111.930,-180.733,-57.158,359.610,-16.862,794.262,-40.749,-27.371,128.454,779.781,73.343
329,0,-546.999,-342.770,-239.300,-346.820,-326.857,-43.128,-281.266,-329.979,-213.905,-412.374,-323.735,127.648,-130.987,-186.681,-268.948,,,,-95.595,35.571,-200.414,,,,44.024,-34.068,-61.225,-44.620,30.345,63.919,428.066,112.594,-182.200,-63.892,361.259,-10.608,793.658,-61.893,-29.755,119.691,772.484,76.905
330,0,-548.146,-349.852,-214.214,-345.815,-335.288,-27.944,-281.239,-335.379,-203.444,-410.392,-335.197,147.555,-126.165,-198.619,-263.905,,,,-95.332,30.929,-197.597,,,,40.757,-33.104,-61.994,-40.753,29.485,64.646,427.206,112.506,-190.497,-58.741,361.677,-4.953,760.322,-90.206,-28.790,142.189,765.462,89.178
331,0,-538.584,-349.832,-231.172,-343.120,-336.207,-27.976,-279.444,-335.506,-202.871,-406.796,-336.908,146.920,-125.638,-198.072,-262.628,,,,-92.416,30.956,-196.157,,,,39.920,-31.784,-62.708,-39.697,28.245,65.386,427.753,112.799,-191.258,-61.473,361.340,0.774,753.716,-107.264,-28.063,134.296,754.131,91.309
332,0,-536.112,-348.250,-245.616,-339.567,-334.995,-36.491,-277.304,-334.054,-207.758,-401.829,-335.936,134.776,-123.104,-196.818,-266.527,,,,-90.957,31.757,-200.276,,,,38.713,-30.389,-62.884,-38.334,26.953,65.567,427.728,113.140,-189.663,-64.201,358.348,3.582,738.402,-116.711,-27.131,127.821,741.749,93.359
333,0,-529.044,-351.876,-265.038,-335.960,-335.226,-45.838,-273.157,-334.279,-213.848,-398.763,-336.173,122.172,-113.543,-198.960,-269.552,,,,-85.456,30.842,-206.014,,,,38.269,-29.588,-62.990,-37.756,26.188,65.662,430.755,113.248,-188.309,-60.397,356.652,7.918,732.959,-124.985,-25.730,135.499,737.522,98.455
334,0,-528.386,-354.501,-279.781,-334.394,-336.564,-54.952,-270.909,-335.277,-223.145,-397.879,-337.850,113.241,-110.805,-201.261,-278.820,,,,-86.648,29.632,-222.578,,,,38.124,-28.714,-63.218,-37.508,25.388,65.896,430.688,113.381,-190.104,-62.132,353.192,14.737,703.839,-148.340,-12.755,134.283,723.439,113.380
335,0,-529.023,-354.306,-273.756,-333.680,-338.236,-57.387,-270.049,-335.625,-226.420,-397.311,-340.847,111.645,-111.731,-201.014,-279.995,,,,-87.463,29.069,-220.724,,,,37.905,-28.299,-63.245,-37.238,25.008,65.916,430.625,113.616,-189.988,-62.497,351.227,13.541,704.925,-149.330,-10.469,135.368,719.408,114.160
336,0,-529.315,-355.353,-288.539,-331.883,-337.433,-70.745,-266.339,-335.215,-239.737,-397.427,-339.652,98.247,-108.284,-200.804,-287.599,,,,-87.841,26.778,-227.965,,,,37.924,-28.265,-63.233,-37.244,24.985,65.900,430.882,114.479,-192.065,-60.779,351.221,12.648,697.074,-154.047,0.127,142.471,716.091,115.644
337,0,-533.135,-354.960,-281.476,-331.578,-335.717,-79.245,-266.347,-332.273,-249.321,-396.809,-339.162,90.831,-108.339,-200.388,-291.589,,,,-88.860,23.160,-229.009,,,,37.329,-27.558,-63.442,-36.595,24.348,66.107,428.337,120.426,-192.843,-61.500,350.707,15.430,663.192,-169.114,5.649,143.975,711.207,121.366
338,0,-533.454,-358.340,-263.975,-331.757,-337.057,-69.977,-266.536,-333.451,-242.048,-396.977,-340.664,102.094,-109.706,-200.446,-283.122,,,,-89.472,21.222,-208.846,,,,37.345,-27.526,-63.412,-36.623,24.315,66.082,428.313,124.238,-194.693,-62.824,348.906,6.684,669.041,-167.531,5.822,145.807,698.741,107.620
339,0,-538.858,-358.899,-247.454,-335.336,-334.319,-63.141,-272.987,-329.396,-238.937,-397.684,-339.242,112.656,-115.936,-198.748,-277.231,,,,-97.990,21.398,-202.932,,,,36.827,-27.097,-63.890,-36.026,23.931,66.648,421.504,128.141,-197.343,-67.997,348.957,6.653,642.700,-172.464,19.263,143.093,698.402,109.273
340,0,-537.281,-358.305,-262.466,-341.695,-334.760,-54.740,-276.520,-330.594,-230.188,-406.870,-338.926,120.708,-120.441,-199.541,-259.519,,,,-99.022,19.565,-182.014,,,,37.217,-27.545,-63.840,-36.261,24.337,66.612,418.412,135.517,-199.087,-74.047,348.319,-4.442,630.594,-164.146,26.574,143.167,689.620,94.752
341,0,-548.782,-360.051,-257.315,-343.634,-333.913,-55.303,-276.594,-330.577,-231.409,-410.674,-337.249,120.804,-120.699,-199.866,-260.235,,,,-101.153,15.588,-185.762,,,,37.698,-28.334,-63.428,-36.728,25.045,66.223,414.497,137.603,-198.463,-84.168,343.141,-23.296,615.290,-169.069,53.518,144.100,677.467,68.633
342,0,-556.923,-359.711,-248.824,-345.161,-331.627,-55.822,-278.139,-329.441,-233.110,-412.184,-333.813,121.465,-124.512,-199.270,-260.566,,,,-105.498,15.894,-187.174,,,,37.762,-28.419,-63.439,-36.786,25.131,66.238,406.829,140.847,-199.446,-86.278,343.095,-20.898,603.655,-171.259,55.926,147.309,675.824,74.563
343,0,-560.353,-359.573,-250.253,-346.091,-330.253,-61.915,-278.607,-327.975,-239.133,-413.576,-332.530,115.303,-125.776,-197.855,-260.908,,,,-107.179,15.768,-187.402,,,,37.839,-28.449,-63.418,-36.859,25.169,66.216,405.038,143.510,-199.529,-87.060,343.273,-19.830,594.595,-177.261,53.326,147.792,672.113,93.138
344,0,-565.891,-359.762,-246.398,-346.807,-329.412,-63.677,-280.171,-327.129,-241.574,-413.443,-331.694,114.220,-127.249,-198.129,-261.346,,,,-108.334,14.875,-184.779,,,,37.817,-27.998,-63.610,-36.854,24.722,66.376,396.276,146.082,-198.208,-87.309,343.356,-14.793,572.745,-178.057,53.545,149.961,669.181,113.243
345,0,-568.341,-359.557,-231.158,-347.639,-327.208,-48.940,-280.401,-325.101,-228.379,-414.878,-329.315,130.500,-123.667,-197.416,-250.318,,,,-106.904,18.404,-171.432,,,,38.618,-28.368,-63.569,-37.761,24.871,66.176,396.329,150.080,-194.188,-88.298,343.495,-16.284,551.117,-176.232,61.994,151.513,669.814,107.477
346,0,-579.654,-361.306,-204.347,-348.999,-323.055,-45.409,-283.330,-321.062,-226.464,-414.668,-325.048,135.647,-122.805,-197.664,-251.725,,,,-106.994,18.602,-173.705,,,,38.831,-28.202,-63.921,-38.109,24.419,66.269,390.617,152.321,-193.179,-88.698,343.134,-15.268,541.913,-173.016,57.906,152.819,670.401,110.782
347,0,-582.662,-363.691,-199.029,-348.699,-322.852,-40.054,-283.347,-320.598,-222.566,-414.051,-325.107,142.458,-118.801,-207.188,-252.538,,,,-105.723,14.372,-181.199,,,,39.365,-28.196,-64.211,-38.927,24.183,66.300,388.609,151.966,-189.091,-88.176,342.990,-17.789,536.871,-173.725,56.207,155.848,670.737,105.325
348,0,-581.721,-363.232,-199.080,-349.115,-318.412,-30.212,-284.280,-318.160,-210.230,-413.951,-318.663,149.805,-118.443,-206.689,-243.603,,,,-106.502,17.168,-172.598,,,,39.987,-28.279,-64.154,-39.752,24.163,66.017,372.279,160.364,-186.490,-95.728,343.087,-26.291,500.180,-172.379,62.349,155.679,668.538,89.743
349,0,-580.584,-362.977,-194.159,-348.149,-318.423,-26.967,-284.503,-318.063,-207.136,-411.795,-318.783,153.203,-114.052,-207.348,-245.094,,,,-105.252,17.587,-173.861,,,,40.012,-27.805,-64.317,-39.832,23.343,66.068,375.112,159.831,-184.582,-95.367,342.223,-25.535,503.876,-171.098,62.125,155.200,669.039,90.296
